svm,15,16.580507640482356,-1.6458124140184598,1,5,49,49,15,5,49,49,15,1,
svm,15,8.83033027060728,-2.2030496790951926,1,5,49,49,15,5,49,49,15,1,
knn,13,1,1,1,5,49,49,15,5,49,49,15,1,
svm,15,14.86620514092765,-1.688693493343978,1,5,49,49,15,5,49,49,15,1,
knn,15,1,1,1,5,49,49,15,5,49,49,15,1,
knn,13,1,1,1,5,49,49,15,5,49,49,15,1,
svm,15,7.069618301381986,-1.7175677065083619,1,5,49,49,15,5,49,49,15,1,
svm,15,7.516152198602281,-1.231832197314791,1,5,49,49,15,5,49,49,15,1,
svm,15,12.442804812815453,-1.7827000870994762,1,5,49,49,15,5,49,49,15,1,
knn,15,1,1,1,5,49,49,15,5,49,49,15,1,
